molregno,withdrawn_flag,pref_name,chembl_id,chirality,black_box_warning,polymer_flag,canonical_smiles,level5,level1_description,level2_description,level3_description,level4_description,who_name,warning_type,warning_class,warning_description,warning_country,warning_year
675144,0,LEVOBUPIVACAINE,CHEMBL1201193,1,0,0,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"('N01BB10',)","('NERVOUS SYSTEM',)","('ANESTHETICS',)","('ANESTHETICS, LOCAL',)","('Amides',)","('levobupivacaine',)",,,,,
675146,0,CEFMETAZOLE,CHEMBL1201195,1,0,0,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,"('J01DC09',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('Second-generation cephalosporins',)","('cefmetazole',)",,,,,
675147,0,SERTACONAZOLE,CHEMBL1201196,0,0,0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"('D01AC14', 'G01AF19')","('DERMATOLOGICALS', 'GENITO URINARY SYSTEM AND SEX HORMONES')","('ANTIFUNGALS FOR DERMATOLOGICAL USE', 'GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS')","('ANTIFUNGALS FOR TOPICAL USE', 'ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS')","('Imidazole and triazole derivatives', 'Imidazole derivatives')","('sertaconazole', 'sertaconazole')",,,,,
675152,1,METHAMPHETAMINE,CHEMBL1201201,1,1,0,CN[C@@H](C)Cc1ccccc1,"('N06BA03',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS',)","('Centrally acting sympathomimetics',)","('metamfetamine',)",,,,,
675154,0,BENZTROPINE,CHEMBL1201203,1,0,0,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,"('N04AC01',)","('NERVOUS SYSTEM',)","('ANTI-PARKINSON DRUGS',)","('ANTICHOLINERGIC AGENTS',)","('Ethers of tropine or tropine derivatives',)","('benzatropine',)",,,,,
675155,0,CEFPIRAMIDE,CHEMBL1201204,1,0,0,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,"('J01DD11',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('Third-generation cephalosporins',)","('cefpiramide',)",,,,,
675161,0,PROPIOMAZINE,CHEMBL1201210,0,0,0,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,"('N05CM06',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Other hypnotics and sedatives',)","('propiomazine',)",,,,,
675163,0,MIDODRINE,CHEMBL1201212,0,1,0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,"('C01CA17',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES',)","('Adrenergic and dopaminergic agents',)","('midodrine',)",,,,,
675164,0,ISOETHARINE,CHEMBL1201213,0,0,0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,"('R03AC07', 'R03CC06')","('RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES', 'DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES')","('ADRENERGICS, INHALANTS', 'ADRENERGICS FOR SYSTEMIC USE')","('Selective beta-2-adrenoreceptor agonists', 'Selective beta-2-adrenoreceptor agonists')","('isoetarine', 'isoetarine')",,,,,
675167,0,DAPIPRAZOLE,CHEMBL1201216,2,0,0,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,"('S01EX02',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('ANTIGLAUCOMA PREPARATIONS AND MIOTICS',)","('Other antiglaucoma preparations',)","('dapiprazole',)",,,,,
675168,0,DYCLONINE,CHEMBL1201217,2,0,0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,"('N01BX02', 'R02AD04')","('NERVOUS SYSTEM', 'RESPIRATORY SYSTEM')","('ANESTHETICS', 'THROAT PREPARATIONS')","('ANESTHETICS, LOCAL', 'THROAT PREPARATIONS')","('Other local anesthetics', 'Anesthetics, local')","('dyclonine', 'dyclonine')",,,,,
675170,0,VECURONIUM,CHEMBL1201219,1,1,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,"('M03AC03',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('vecuronium',)",,,,,
675171,0,DIATRIZOIC ACID,CHEMBL1201220,2,0,0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,"('V08AA01',)","('VARIOUS',)","('CONTRAST MEDIA',)","('X-RAY CONTRAST MEDIA, IODINATED',)","('Watersoluble, nephrotropic, high osmolar X-ray contrast media',)","('diatrizoic acid',)",,,,,
675173,0,LISDEXAMFETAMINE,CHEMBL1201222,1,1,0,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,"('N06BA12',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS',)","('Centrally acting sympathomimetics',)","('lisdexamfetamine',)",,,,,
675175,0,CEFMENOXIME,CHEMBL1201224,1,0,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,"('J01DD05',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('Third-generation cephalosporins',)","('cefmenoxime',)",,,,,
675176,0,IODINE,CHEMBL1201225,2,0,0,II,"('D08AG03',)","('DERMATOLOGICALS',)","('ANTISEPTICS AND DISINFECTANTS',)","('ANTISEPTICS AND DISINFECTANTS',)","('Iodine products',)","('iodine',)",,,,,
675180,0,DEMECARIUM,CHEMBL1201229,2,0,0,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,"('S01EB04',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('ANTIGLAUCOMA PREPARATIONS AND MIOTICS',)","('Parasympathomimetics',)","('demecarium',)",,,,,
675183,0,ISOPROPAMIDE,CHEMBL1201232,2,0,0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,"('A03AB09',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('Synthetic anticholinergics, quaternary ammonium compounds',)","('isopropamide',)",,,,,
675185,0,MEPHENTERMINE,CHEMBL1201234,2,0,0,CNC(C)(C)Cc1ccccc1,"('C01CA11',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES',)","('Adrenergic and dopaminergic agents',)","('mephentermine',)",,,,,
675188,0,LEVOBUNOLOL,CHEMBL1201237,1,0,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,"('S01ED03',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('ANTIGLAUCOMA PREPARATIONS AND MIOTICS',)","('Beta blocking agents',)","('levobunolol',)",,,,,
675190,0,IODAMIDE,CHEMBL1201239,2,0,0,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,"('V08AA03',)","('VARIOUS',)","('CONTRAST MEDIA',)","('X-RAY CONTRAST MEDIA, IODINATED',)","('Watersoluble, nephrotropic, high osmolar X-ray contrast media',)","('iodamide',)",,,,,
675196,0,BROMODIPHENHYDRAMINE,CHEMBL1201245,0,0,0,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,"('R06AA01',)","('RESPIRATORY SYSTEM',)","('ANTIHISTAMINES FOR SYSTEMIC USE',)","('ANTIHISTAMINES FOR SYSTEMIC USE',)","('Aminoalkyl ethers',)","('bromazine',)",,,,,
675199,0,CISATRACURIUM,CHEMBL1201248,1,0,0,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,"('M03AC11',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('cisatracurium',)",,,,,
675202,0,ARBUTAMINE,CHEMBL1201251,1,0,0,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,"('C01CA22',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES',)","('Adrenergic and dopaminergic agents',)","('arbutamine',)",,,,,
675207,0,TRIMETHOBENZAMIDE,CHEMBL1201256,2,0,0,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,"('R06AA10',)","('RESPIRATORY SYSTEM',)","('ANTIHISTAMINES FOR SYSTEMIC USE',)","('ANTIHISTAMINES FOR SYSTEMIC USE',)","('Aminoalkyl ethers',)","('trimethobenzamide',)",,,,,
675211,0,BETHANIDINE,CHEMBL1201260,2,0,0,C/N=C(\NC)NCc1ccccc1,"('C02CC01',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING',)","('Guanidine derivatives',)","('betanidine',)",,,,,
675212,0,TYROPANOIC ACID,CHEMBL1201261,0,0,0,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,"('V08AC09',)","('VARIOUS',)","('CONTRAST MEDIA',)","('X-RAY CONTRAST MEDIA, IODINATED',)","('Watersoluble, hepatotropic X-ray contrast media',)","('tyropanoic acid',)",,,,,
675213,0,DIPIVEFRIN,CHEMBL1201262,0,0,0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,"('S01EA02',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('ANTIGLAUCOMA PREPARATIONS AND MIOTICS',)","('Sympathomimetics in glaucoma therapy',)","('dipivefrine',)",,,,,
675215,0,METHANTHELINE,CHEMBL1201264,2,0,0,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,"('A03AB07',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('Synthetic anticholinergics, quaternary ammonium compounds',)","('methantheline',)",,,,,
675217,0,LODOXAMIDE,CHEMBL1201266,2,0,0,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,"('S01GX05',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('DECONGESTANTS AND ANTIALLERGICS',)","('Other antiallergics',)","('lodoxamide',)",,,,,
675221,0,METHENAMINE,CHEMBL1201270,2,0,0,C1N2CN3CN1CN(C2)C3,"('J01XX05',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER ANTIBACTERIALS',)","('Other antibacterials',)","('methenamine',)",,,,,
675222,0,BUCLIZINE,CHEMBL1201271,0,0,0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,"('R06AE01', 'R06AE51')","('RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('ANTIHISTAMINES FOR SYSTEMIC USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('ANTIHISTAMINES FOR SYSTEMIC USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('Piperazine derivatives', 'Piperazine derivatives')","('buclizine', 'buclizine, combinations')",,,,,
675235,0,CINACALCET,CHEMBL1201284,1,0,0,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,"('H05BX01',)","('SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS',)","('CALCIUM HOMEOSTASIS',)","('ANTI-PARATHYROID AGENTS',)","('Other anti-parathyroid agents',)","('cinacalcet',)",,,,,
675237,0,OXYPHENONIUM,CHEMBL1201286,0,0,0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,"('A03AB03', 'A03AB53')","('ALIMENTARY TRACT AND METABOLISM', 'ALIMENTARY TRACT AND METABOLISM')","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS', 'DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS')","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS', 'DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS')","('Synthetic anticholinergics, quaternary ammonium compounds', 'Synthetic anticholinergics, quaternary ammonium compounds')","('oxyphenonium', 'oxyphenonium, combinations')",,,,,
675238,0,DEXBROMPHENIRAMINE,CHEMBL1201287,1,0,0,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,"('R06AB06', 'R06AB56')","('RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('ANTIHISTAMINES FOR SYSTEMIC USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('ANTIHISTAMINES FOR SYSTEMIC USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('Substituted alkylamines', 'Substituted alkylamines')","('dexbrompheniramine', 'dexbrompheniramine, combinations')",,,,,
675239,0,DANTROLENE,CHEMBL1201288,2,1,0,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,"('M03CA01',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS',)","('Dantrolene and derivatives',)","('dantrolene',)",,,,,
675242,0,IOXAGLIC ACID,CHEMBL1201291,2,0,0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,"('V08AB03',)","('VARIOUS',)","('CONTRAST MEDIA',)","('X-RAY CONTRAST MEDIA, IODINATED',)","('Watersoluble, nephrotropic, low osmolar X-ray contrast media',)","('ioxaglic acid',)",,,,,
675244,0,ACAMPROSATE,CHEMBL1201293,2,0,0,CC(=O)NCCCS(=O)(=O)O,"('N07BB03',)","('NERVOUS SYSTEM',)","('OTHER NERVOUS SYSTEM DRUGS',)","('DRUGS USED IN ADDICTIVE DISORDERS',)","('Drugs used in alcohol dependence',)","('acamprosate',)",,,,,
675245,0,DIPHENOXYLATE,CHEMBL1201294,2,0,0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,"('A07DA01',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS',)","('ANTIPROPULSIVES',)","('Antipropulsives',)","('diphenoxylate',)",,,,,
675246,0,BITOLTEROL,CHEMBL1201295,0,0,0,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,"('R03AC17',)","('RESPIRATORY SYSTEM',)","('DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES',)","('ADRENERGICS, INHALANTS',)","('Selective beta-2-adrenoreceptor agonists',)","('bitolterol',)",,,,,
675251,0,IOTHALAMIC ACID,CHEMBL1201300,2,1,0,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,"('V08AA04',)","('VARIOUS',)","('CONTRAST MEDIA',)","('X-RAY CONTRAST MEDIA, IODINATED',)","('Watersoluble, nephrotropic, high osmolar X-ray contrast media',)","('iotalamic acid',)",,,,,
675254,0,PYRVINIUM,CHEMBL1201303,2,0,0,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,"('P02CX01',)","('ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS',)","('ANTHELMINTICS',)","('ANTINEMATODAL AGENTS',)","('Other antinematodals',)","('pyrvinium',)",,,,,
675255,0,INDOCYANINE GREEN,CHEMBL1201304,2,0,0,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,"('V04CX01',)","('VARIOUS',)","('DIAGNOSTIC AGENTS',)","('OTHER DIAGNOSTIC AGENTS',)","('Other diagnostic agents',)","('indocyanine green',)",,,,,
675264,0,CHLOPHEDIANOL,CHEMBL1201313,0,0,0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,"('R05DB10',)","('RESPIRATORY SYSTEM',)","('COUGH AND COLD PREPARATIONS',)","('COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS',)","('Other cough suppressants',)","('clofedanol',)",,,,,
675265,0,VALGANCICLOVIR,CHEMBL1201314,0,1,0,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,"('J05AB14',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Nucleosides and nucleotides excl. reverse transcriptase inhibitors',)","('valganciclovir',)",,,,,
675268,0,TRICLOFOS,CHEMBL1201317,2,0,0,O=P(O)(O)OCC(Cl)(Cl)Cl,"('N05CM07',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Other hypnotics and sedatives',)","('triclofos',)",,,,,
675270,0,METARAMINOL,CHEMBL1201319,1,0,0,C[C@H](N)[C@H](O)c1cccc(O)c1,"('C01CA09',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES',)","('Adrenergic and dopaminergic agents',)","('metaraminol',)",,,,,
675271,0,ESOMEPRAZOLE,CHEMBL1201320,1,0,0,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,"('A02BC05',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR ACID RELATED DISORDERS',)","('DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)',)","('Proton pump inhibitors',)","('esomeprazole',)",,,,,
675272,0,DIFENOXIN,CHEMBL1201321,2,0,0,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,"('A07DA04',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS',)","('ANTIPROPULSIVES',)","('Antipropulsives',)","('difenoxin',)",,,,,
675274,0,BETAZOLE,CHEMBL1201323,2,0,0,NCCc1cc[nH]n1,"('V04CG02',)","('VARIOUS',)","('DIAGNOSTIC AGENTS',)","('OTHER DIAGNOSTIC AGENTS',)","('Tests for gastric secretion',)","('betazole',)",,,,,
675276,0,HEXOCYCLIUM,CHEMBL1201325,0,0,0,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,"('A03AB10',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('Synthetic anticholinergics, quaternary ammonium compounds',)","('hexocyclium',)",,,,,
675278,0,ACETRIZOIC ACID,CHEMBL1201327,2,0,0,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,"('V08AA07',)","('VARIOUS',)","('CONTRAST MEDIA',)","('X-RAY CONTRAST MEDIA, IODINATED',)","('Watersoluble, nephrotropic, high osmolar X-ray contrast media',)","('acetrizoic acid',)",,,,,
675280,0,TRIMETHAPHAN,CHEMBL1201329,0,0,0,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,"('C02BA01',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('ANTIADRENERGIC AGENTS, GANGLION-BLOCKING',)","('Sulfonium derivatives',)","('trimetaphan',)",,,,,
675286,0,GLYCOPYRRONIUM,CHEMBL1201335,0,0,0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,"('D11AA01',)","('DERMATOLOGICALS',)","('OTHER DERMATOLOGICAL PREPARATIONS',)","('OTHER DERMATOLOGICAL PREPARATIONS',)","('Antihidrotics',)","('glycopyrronium',)",,,,,
675287,0,FOSPHENYTOIN,CHEMBL1201336,2,1,0,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,"('N03AB05',)","('NERVOUS SYSTEM',)","('ANTIEPILEPTICS',)","('ANTIEPILEPTICS',)","('Hydantoin derivatives',)","('fosphenytoin',)",,,,,
675289,0,CYCLOPENTOLATE,CHEMBL1201338,0,0,0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,"('S01FA04', 'S01FA54')","('SENSORY ORGANS', 'SENSORY ORGANS')","('OPHTHALMOLOGICALS', 'OPHTHALMOLOGICALS')","('MYDRIATICS AND CYCLOPLEGICS', 'MYDRIATICS AND CYCLOPLEGICS')","('Anticholinergics', 'Anticholinergics')","('cyclopentolate', 'cyclopentolate, combinations')",,,,,
675291,0,DIPHEMANIL,CHEMBL1201340,2,0,0,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,"('A03AB15',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('Synthetic anticholinergics, quaternary ammonium compounds',)","('diphemanil',)",,,,,
675292,0,ECHOTHIOPHATE,CHEMBL1201341,2,0,0,CCOP(=O)(OCC)SCC[N+](C)(C)C,"('S01EB03',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('ANTIGLAUCOMA PREPARATIONS AND MIOTICS',)","('Parasympathomimetics',)","('ecothiopate',)",,,,,
675293,0,METHIXENE,CHEMBL1201342,0,0,0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,"('N04AA03',)","('NERVOUS SYSTEM',)","('ANTI-PARKINSON DRUGS',)","('ANTICHOLINERGIC AGENTS',)","('Tertiary amines',)","('metixene',)",,,,,
675297,0,BALSALAZIDE,CHEMBL1201346,2,0,0,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,"('A07EC04',)","('ALIMENTARY TRACT AND METABOLISM',)","('ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS',)","('INTESTINAL ANTIINFLAMMATORY AGENTS',)","('Aminosalicylic acid and similar agents',)","('balsalazide',)",,,,,
675298,0,ANILERIDINE,CHEMBL1201347,2,0,0,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,"('N01AH05',)","('NERVOUS SYSTEM',)","('ANESTHETICS',)","('ANESTHETICS, GENERAL',)","('Opioid anesthetics',)","('anileridine',)",,,,,
675300,0,HEXAFLUORENIUM,CHEMBL1201349,2,0,0,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,"('M03AC05',)","('MUSCULO-SKELETAL SYSTEM',)","('MUSCLE RELAXANTS',)","('MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS',)","('Other quaternary ammonium compounds',)","('hexafluronium',)",,,,,
675304,0,DEXCHLORPHENIRAMINE,CHEMBL1201353,1,0,0,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,"('R06AB02', 'R06AB52')","('RESPIRATORY SYSTEM', 'RESPIRATORY SYSTEM')","('ANTIHISTAMINES FOR SYSTEMIC USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('ANTIHISTAMINES FOR SYSTEMIC USE', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('Substituted alkylamines', 'Substituted alkylamines')","('dexchlorpheniramine', 'dexchlorpheniramine, combinations')",,,,,
675305,0,TRIDIHEXETHYL,CHEMBL1201354,0,0,0,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,"('A03AB08',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS',)","('Synthetic anticholinergics, quaternary ammonium compounds',)","('tridihexethyl',)",,,,,
675307,0,METHYLERGONOVINE,CHEMBL1201356,1,0,0,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"('G02AB01',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('OTHER GYNECOLOGICALS',)","('UTEROTONICS',)","('Ergot alkaloids',)","('methylergometrine',)",,,,,
675696,0,CHOLINE FENOFIBRATE,CHEMBL1201745,2,0,0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-].C[N+](C)(C)CCO,"('C10AB11',)","('CARDIOVASCULAR SYSTEM',)","('LIPID MODIFYING AGENTS',)","('LIPID MODIFYING AGENTS, PLAIN',)","('Fibrates',)","('choline fenofibrate',)",,,,,
675697,0,PRALATREXATE,CHEMBL1201746,0,0,0,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,"('L01BA05',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('ANTIMETABOLITES',)","('Folic acid analogues',)","('pralatrexate',)",,,,,
675698,0,ALCAFTADINE,CHEMBL1201747,2,0,0,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,"('S01GX11',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('DECONGESTANTS AND ANTIALLERGICS',)","('Other antiallergics',)","('alcaftadine',)",,,,,
